"Rank","NCT Number","Title","Status","Study Results","Conditions","Interventions","First Posted","Locations","URL"
161,"NCT04350021","Effect of Low Dose Metronomic Chemotherapy in Metastatic Breast Cancer","Recruiting","No Results Available","Breast Cancer Metastatic|Chemotherapy Effect","Drug: Capecitabine, Cyclophosphamide","April 16, 2020","Sahlgrenska University Hospital, Goteborg, Vastra Gotaland, Sweden","https://ClinicalTrials.gov/show/NCT04350021"
162,"NCT04245150","Assessing the Impact of the Microbiome on Breast Cancer Radiotherapy Toxicity","Recruiting","No Results Available","DCIS|Invasive Breast Cancer","Other: Stool sample|Other: Skin Swab Sample","January 28, 2020","Cleveland Clinic, Case Comprehensive Cancer Center, Cleveland, Ohio, United States","https://ClinicalTrials.gov/show/NCT04245150"
163,"NCT04355858","Molecularly Targeted Umbrella Study in Luminal Advanced Breast Cancer","Not yet recruiting","No Results Available","Breast Neoplasm","Drug: SHR7390|Drug: Famitinib|Drug: SHR3162|Drug: Pyrotinib|Drug: Capecitabine|Drug: SHR1210|Drug: Everolimus|Drug: Nab paclitaxel|Drug: SHR2554|Drug: SHR3680|Drug: SHR6390|Drug: SHR1701","April 21, 2020","Cancer Hospital Affiliated to Fudan University, Shanghai, Shanghai, China","https://ClinicalTrials.gov/show/NCT04355858"
164,"NCT04249440","Systemic Treatment Preoperatively vs Postoperatively in HER2 Positive Early Breast Cancer","Completed","No Results Available","Breast Cancer|HER2|Preoperative Systemic Treatment","Procedure: Preoperative systemic treatment","January 31, 2020",,"https://ClinicalTrials.gov/show/NCT04249440"
165,"NCT04406779","The Frequency of Thyroid Diseases in Women With Breast Cancer","Completed","No Results Available","Breast Cancer|Thyroid Diseases","Device: thyroid USG was perform, blood samples were taken for the meausurement of thyroid hormone and autoantibodies","May 28, 2020",,"https://ClinicalTrials.gov/show/NCT04406779"
166,"NCT04267796","Lifestyle Intervention for the Reduction of Breast Cancer Risk in Normal Weight Women","Recruiting","No Results Available","Breast Carcinoma","Other: Aerobic Exercise|Other: Dietary Intervention|Other: Quality-of-Life Assessment|Other: Questionnaire Administration|Other: Resistance Training","February 13, 2020","M D Anderson Cancer Center, Houston, Texas, United States","https://ClinicalTrials.gov/show/NCT04267796"
167,"NCT04444882","Complications After Lumpectomy, Sentinel Node and Radiotherapy in Breast Cancer Patients and Physiotherapy Care","Not yet recruiting","No Results Available","Breast Neoplasm",,"June 24, 2020",,"https://ClinicalTrials.gov/show/NCT04444882"
168,"NCT04361240","Cardiotoxicity in Breast Cancer Patients Treated With Proton or Photon Radiotherapy: A RadComp Ancillary Study","Not yet recruiting","No Results Available","Breast Cancer|Cardiotoxicity","Radiation: Proton vs Photon Radiation","April 24, 2020","Abramson Cancer Center at University of Pennsylvania, Philadelphia, Pennsylvania, United States","https://ClinicalTrials.gov/show/NCT04361240"
169,"NCT04274933","A Study to Evaluate the Safety and Tolerability of Venetoclax Tablets in Combination With Capecitabine Tablets in Adult Participants With Hormone Receptor-Positive, HER2-Negative Locally Advanced or Metastatic Breast Cancer Who Had Disease Progression During or After CDK4/6 Inhibitor Therapy","Recruiting","No Results Available","Breast Cancer|Cancer","Drug: Venetoclax|Drug: Capecitabine","February 18, 2020","Joliet Oncology-Hematology Associates, LTD /ID# 215051, Joliet, Illinois, United States|Univ Kansas Med Ctr /ID# 215376, Kansas City, Kansas, United States|Massachusetts General Hospital /ID# 214833, Boston, Massachusetts, United States|Masonic Cancer Center /ID# 216101, Minneapolis, Minnesota, United States|Memorial Sloan Kettering Cancer Center /ID# 214886, New York, New York, United States|University of Pennsylvania /ID# 216357, Philadelphia, Pennsylvania, United States|Greenville Health System Cance /ID# 216059, Greenville, South Carolina, United States|Vanderbilt University Med Ctr /ID# 213852, Nashville, Tennessee, United States|Utah Cancer Specialists /ID# 215375, Salt Lake City, Utah, United States|Swedish Cancer Institute /ID# 216120, Seattle, Washington, United States|Universitaetsklinik Heidelberg /ID# 214679, Heidelberg, Baden-Wuerttemberg, Germany|Universitaetsklinikum Ulm /ID# 214678, Ulm, Thueringen, Germany|Charite Universitatsmedizin Berlin Campus Virchow Klinikum /ID# 215287, Berlin, Germany|Universitatsklinikum Tubingen /ID# 217021, Tuebingen, Germany|Pan American Center for Oncology Trials, LLC /ID# 216862, Rio Piedras, Puerto Rico|GCM Medical Group PSC - Hato Rey /ID# 216904, San Juan, Puerto Rico","https://ClinicalTrials.gov/show/NCT04274933"
170,"NCT04330339","Prolonged Nightly Fasting in Breast Cancer Survivors","Not yet recruiting","No Results Available","Fasting|Breast Cancer|Survivorship|Breast Cancer Recurrent","Behavioral: Fasting","April 1, 2020","Massachusetts General Hospital Cancer Center, Boston, Massachusetts, United States","https://ClinicalTrials.gov/show/NCT04330339"
171,"NCT04245176","Genetic Testing for All Breast Cancer Patients (GET FACTS)","Recruiting","No Results Available","Breast Cancer|Invasive Breast Cancer|in Situ Breast Cancer|Genetic Testing","Behavioral: Standard Genetic Counseling|Behavioral: Quantitative Genetic Counseling","January 28, 2020","Dana Farber Cancer Institute, Boston, Massachusetts, United States","https://ClinicalTrials.gov/show/NCT04245176"
172,"NCT04315233","Ribociclib&Belinostat In Patients w Metastatic Triple Neg Breast Cancer & Recurrent Ovarian Cancer w Response Prediction By Genomics","Not yet recruiting","No Results Available","Metastatic Breast Cancer|Recurrent Ovarian Carcinoma","Drug: Ribociclib|Drug: Belinostat","March 19, 2020",,"https://ClinicalTrials.gov/show/NCT04315233"
173,"NCT04403984","Investigation of Genomic Alteration in Patients With Luminal A or Luminal B Subtypes","Recruiting","No Results Available","Breast Cancer",,"May 27, 2020","George Fountzilas, Athens, Greece","https://ClinicalTrials.gov/show/NCT04403984"
174,"NCT04316247","Demographic , Clinicopathological Characteristics and Survival of Breast Cancer","Not yet recruiting","No Results Available","Breast Carcinoma",,"March 20, 2020",,"https://ClinicalTrials.gov/show/NCT04316247"
175,"NCT04321135","Avanzando Juntas: Adapting an Evidence Based Weight Loss Program for Hispanic Breast Cancer Survivors","Recruiting","No Results Available","Breast Cancer|Gynecologic Cancer","Behavioral: Guided Lifestyle Program Intervention|Behavioral: Self-Guided Lifestyle Program (Control Arm)","March 25, 2020","Medical College of Wisconsin, Milwaukee, Wisconsin, United States","https://ClinicalTrials.gov/show/NCT04321135"
176,"NCT04316169","Hydroxychloroquine (HCQ) in Combination With Abemaciclib and Endocrine Therapy in HR+/Her 2- Advanced Breast Cancer After a Lead in Dose Escalation Cohort of HCQ and Abemaciclib in Advanced Solid Tumors","Not yet recruiting","No Results Available","Solid Tumor|Advanced Breast Cancer","Drug: Abemaciclib|Drug: Hydroxychloroquine|Drug: Faslodex|Drug: Anastrazole|Drug: Letrozole","March 20, 2020",,"https://ClinicalTrials.gov/show/NCT04316169"
177,"NCT04414033","Bubble: A New VR-AI Way of Treatment for Hot Flashes in Women With Breast Cancer","Completed","No Results Available","Hot Flashes|Breast Cancer","Device: Bubble: A New VR-AI Way of Treatment for Hot Flashes","June 4, 2020","Bar Ilan University, Ramat Gan, Israel","https://ClinicalTrials.gov/show/NCT04414033"
178,"NCT04225858","Avoiding Sentinel Lymph Node Biopsy in Breast Cancer Patients After Neoadjuvant Chemotherapy","Not yet recruiting","No Results Available","Breast Cancer|Triple Negative Breast Cancer|HER2-positive Breast Cancer|Sentinel Lymph Node","Procedure: Omission of sentinel lymph node biopsy","January 13, 2020",,"https://ClinicalTrials.gov/show/NCT04225858"
179,"NCT04301375","Omission of Surgery and Sentinel Lymph Node Dissection in Clinically Low-risk HER2positive Breast Cancer With High HER2 Addiction and a Complete Response Following Standard Anti- HER2-based Neoadjuvant Therapy (ELPIS Trial)","Not yet recruiting","No Results Available","Mammary Cancer","Drug: Pertuzumab and trastuzumab FDC subcutaneous|Drug: Paclitaxel|Drug: TDM1|Drug: Endocrine therapy|Procedure: Omission surgery","March 10, 2020","Hospital Clínic de Barcelona, Barcelona, Spain","https://ClinicalTrials.gov/show/NCT04301375"
180,"NCT04252768","A Study in Hormone Receptor-positive Metastatic Breast Carcinoma Patients to Test a New Schedule of Efti (IMP321, Eftilagimod Alpha) as Adjunctive to a Weekly Treatment Regimen of Paclitaxel","Not yet recruiting","No Results Available","Metastatic Breast Cancer","Drug: Eftilagimod Alpha|Drug: Paclitaxel","February 5, 2020",,"https://ClinicalTrials.gov/show/NCT04252768"
181,"NCT04246606","Concordance of the IHC4 Score Performed in Local or Central Laboratory to Endopredict in ER+/HER2- Breast Cancer","Recruiting","No Results Available","Breast Neoplasm Female","Diagnostic Test: IHC4 score","January 29, 2020","Centre Antoine Lacassagne, Nice, France","https://ClinicalTrials.gov/show/NCT04246606"
182,"NCT04256941","Aromatase Inhibitor Therapy With or Without Fulvestrant for the Treatment of HR Positive Metastatic Breast Cancer With an ERS1 Activating Mutation, the INTERACT Study","Recruiting","No Results Available","Anatomic Stage IV Breast Cancer AJCC v8|Metastatic Breast Carcinoma|Prognostic Stage IV Breast Cancer AJCC v8","Drug: Abemaciclib|Drug: Anastrozole|Drug: Fulvestrant|Drug: Letrozole|Drug: Palbociclib|Drug: Ribociclib","February 5, 2020","M D Anderson Cancer Center, Houston, Texas, United States","https://ClinicalTrials.gov/show/NCT04256941"
183,"NCT04235946","Feasibility Study of an Adapted and Supported Water Polo Program to Reduce Fatigue Related to Cancer and Improve Psychological and Social Recovery in Patients With Breast Cancer Remission","Not yet recruiting","No Results Available","Cancer Related Fatigue|Breast Cancer","Other: accompanied and adapted water polo program","January 22, 2020","Cercle des nageurs de Marseille, Marseille, France","https://ClinicalTrials.gov/show/NCT04235946"
184,"NCT04408560","Evaluation of the Efficacy of a Homeopathic Protocol in Patients With Non-metastatic Breast Cancer","Recruiting","No Results Available","Breast Cancer Female|Joint Pain","Drug: Rhus toxicodendron 9 CH + Ruta graveolens 5 CH (Homeopathic Granules)|Other: paracetamol (drug analgesic class1)","May 29, 2020","Philippe GUILBERT, Reims, France","https://ClinicalTrials.gov/show/NCT04408560"
185,"NCT04273542","Interest of Broadband Spectroscopy Analysis by Infrared Laser on Liquid Biopsies in Breast Cancer Screening","Not yet recruiting","No Results Available","Breast Cancer Female|BRCA1 Mutation|BRCA2 Mutation","Other: liquid biopsy","February 18, 2020","Hôpital La Pitié Salpêtrière, Paris, Ile De France, France|Hôpital Tenon, Paris, Ile De France, France|Centre Jean PERRIN, Clermont-Ferrand, Puy De Dome, France|La Chataigneraie (Selimed 63), Beaumont, Puy De Dôme, France|Pôle Santé République, Clermont-Ferrand, Puy De Dôme, France","https://ClinicalTrials.gov/show/NCT04273542"
186,"NCT04424732","SBRT for Breast Cancer Oligometastases","Recruiting","No Results Available","Breast Neoplasm Malignant Female","Radiation: Stereotactic Body Radiotherapy","June 11, 2020","King Hussein Cancer Center, Amman, Jordan","https://ClinicalTrials.gov/show/NCT04424732"
187,"NCT04262804","A Study to Evaluate the Efficacy and Safety of Margetuximab Plus Chemotherapy in the Treatment of Chinese Patients With HER2+ MBC","Recruiting","No Results Available","Breast Cancer Metastatic","Drug: Margetuximab|Drug: Trastuzumab|Drug: Chosen Chemotherapy (Capecitabine)|Drug: Chosen Chemotherapy (Vinorelbine )|Drug: Chosen Chemotherapy (Gemcitabine )","February 10, 2020","National Taiwan University Hospital, Taipei, Taiwan","https://ClinicalTrials.gov/show/NCT04262804"
188,"NCT04332549","To Assess the Bioavailability and Safety of Paclitaxel Injection Concentrate for Suspension in Subjects With Locally Recurrent or Metastatic Breast Cancer","Withdrawn","No Results Available","Metastatic Breast Cancer|Locally Recurrent Cancer","Drug: PICS (Reconstitution Method 1 or 2)","April 2, 2020","SPARC Site 12, Visakhapatnam, Andhra Pradesh, India|SPARC Site 21, Ahmadabad, Gujarat, India|SPARC Site 22, Sūrat, Gujarat, India|SPARC Site 4, Bangalore, Karnataka, India|SPARC Site 10, Bangalore, Karnataka, India|SPARC Site 18, Bangalore, Karnataka, India|SPARC Site 13, Bangalore, Karnataka, India|SPARC Site 9, Aurangabad, Maharashtra, India|SPARC Site 8, Kolhāpur, Maharashtra, India|SPARC Site 2, Nagpur, Maharashtra, India|SPARC Site 1, Nagpur, Maharashtra, India|SPARC Site 17, Nagpur, Maharashtra, India|SPARC Site 3, Nashik, Maharashtra, India|SPARC Site 19, Nashik, Maharashtra, India|SPARC Site 15, Pune, Maharashtra, India|SPARC Site 16, Pune, Maharashtra, India|SPARC Site 5, Pune, Maharashtra, India|SPARC Site 11, Sāngli, Maharashtra, India|SPARC Site 20, Khorda, Orissa, India|SPARC Site 14, Madurai, Tamil Nadu, India|SPARC Site 7, Lucknow, Uttar Pradesh, India|SPARC Site 6, Gujrat, Vadodara, India","https://ClinicalTrials.gov/show/NCT04332549"
189,"NCT04291378","The DBCG Proton Trial: Photon Versus Proton Radiation Therapy for Early Breast Cancer","Not yet recruiting","No Results Available","Early Breast Cancer|Radiation Associated Cardiac Failure","Radiation: Proton versus photon radiation therapy","March 2, 2020","Aalborg University Hospital, Aalborg, Denmark|Aarhus University Hospital, Aarhus, Denmark|The Danish Breast Cancer Cooperative Group, Copenhagen, Denmark|Rigshospitalet, Copenhagen, Denmark|Herlev Hospital, Herlev, Denmark|Naestved Hospital, Naestved, Denmark|Odense University Hospital, Odense, Denmark|Vejle Hospital, Vejle, Denmark","https://ClinicalTrials.gov/show/NCT04291378"
190,"NCT04265937","Screening of Genetic Susceptibility Genes for Breast Cancer Patients in Chinese Communities","Recruiting","No Results Available","Breast Cancer|Genetic Susceptibility",,"February 12, 2020","Zhen Hu, Shanghai, Shanghai, China","https://ClinicalTrials.gov/show/NCT04265937"
191,"NCT04313075","A Compassionate Use Study of Leronlimab in Breast Cancer","Available","No Results Available","Metastatic Triple-Negative Breast Carcinoma","Drug: Leronlimab","March 18, 2020",,"https://ClinicalTrials.gov/show/NCT04313075"
192,"NCT04238377","Post Mastectomy Pain Syndrome After Preoperative Stellate Ganglion Block for Breast Cancer Surgeries","Recruiting","No Results Available","Breast Cancer|Breast Pain","Procedure: Stellate Ganglion Block|Drug: Multimodal Analgesia","January 23, 2020","National Cancer Institute Cairo University, Cairo, Egypt","https://ClinicalTrials.gov/show/NCT04238377"
193,"NCT04334330","Palbociclib, Trastuzumab, Lapatinib and Fulvestrant Treatment in Patients With Brain Metastasis From ER Positive, HER-2 Positive Breast Cancer: A Multi-center, Prospective Study in China","Not yet recruiting","No Results Available","Breast Cancer|Brain Metastases","Drug: Palbociclib, Trastuzumab, Lapatinib and Fulvestrant","April 6, 2020","Shusen Wang, Guangzhou, Guangdong, China|State Key Laboratory of Oncology in South China, Sun Yat-sen University Cancer Center, Guangzhou, Guangdong, China","https://ClinicalTrials.gov/show/NCT04334330"
