"Rank","NCT Number","Title","Status","Study Results","Conditions","Interventions","First Posted","Locations","URL"
560,"NCT04389450","Double-Blind, Multicenter, Study to Evaluate the Efficacy of PLX PAD for the Treatment of COVID-19","Recruiting","No Results Available","COVID|ARDS","Biological: PLX-PAD|Biological: Placebo","May 15, 2020","Holy Medical Center, Teaneck, New Jersey, United States|Maimonides Medical Center, New York, New York, United States|Thomas Jefferson University, Philadelphia, Pennsylvania, United States","https://ClinicalTrials.gov/show/NCT04389450"
561,"NCT04326920","Sargramostim in Patients With Acute Hypoxic Respiratory Failure Due to COVID-19 (SARPAC)","Recruiting","No Results Available","COVID-19","Drug: Sargramostim|Other: Control","March 30, 2020","AZ Sint Jan Brugge, Brugge, Belgium|University Hospital Ghent, Gent, Belgium|UZ Brussel, Jette, Belgium|AZ Delta Roeselare, Roeselare, Belgium","https://ClinicalTrials.gov/show/NCT04326920"
562,"NCT04434118","Hydroxychloroquine May Reduce Risk of COVID-19 Infection in Rheumatoid Arthritis Patients:","Enrolling by invitation","No Results Available","Rheumatoid Arthritis|COVID","Drug: Traditional antirheumatic drugs","June 16, 2020","Faculty of Medicine, Shibīn Al Kawm, Egypt","https://ClinicalTrials.gov/show/NCT04434118"
563,"NCT04355767","Convalescent Plasma in Outpatients With COVID-19","Not yet recruiting","No Results Available","COVID-19","Biological: Convalescent Plasma|Biological: Saline","April 21, 2020","Stanford University, Stanford, California, United States|University of Michigan, Ann Arbor, Michigan, United States|University of Pittsburgh, Pittsburgh, Pennsylvania, United States|Medical University of South Carolina, Charleston, South Carolina, United States","https://ClinicalTrials.gov/show/NCT04355767"
564,"NCT04369300","Anxiety And Depression During COVID-19 IN INDIA","Not yet recruiting","No Results Available","COVID-19","Behavioral: Registery Data Collection","April 30, 2020",,"https://ClinicalTrials.gov/show/NCT04369300"
565,"NCT04445337","Stellate Ganglion Blockade in COVID-19 Positive Patients","Not yet recruiting","No Results Available","COVID 19|ARDS","Procedure: Stellate Ganglion Block","June 24, 2020",,"https://ClinicalTrials.gov/show/NCT04445337"
566,"NCT04420286","Study of the Increase in ICU Beds Capacity During COVID-19 Pandemic in France","Recruiting","No Results Available","Coronavirus Infections|COVID19 Outbreak in France",,"June 9, 2020","CHU de Nîmes, Hôpital Universitaire Carémeau, Nimes, France","https://ClinicalTrials.gov/show/NCT04420286"
567,"NCT04420390","Low Dose Radiotherapy for COVID-19 Pneumonitis","Recruiting","No Results Available","Covid19","Radiation: Radiotherapy","June 9, 2020","Servicio de Oncología Radioterápica. Hospital Clínico San Carlos, Madrid, Spain","https://ClinicalTrials.gov/show/NCT04420390"
568,"NCT04429724","Health Professional Exposure Assessment to Covid-19","Not yet recruiting","No Results Available","COVID-19","Diagnostic Test: Diagnostic test Covid-19","June 12, 2020",,"https://ClinicalTrials.gov/show/NCT04429724"
569,"NCT04446377","A Study of LAM-002A for the Prevention of Progression of COVID-19","Not yet recruiting","No Results Available","COVID-19 Disease","Drug: Apilimod Dimesylate Capsule|Other: Placebo","June 24, 2020","Yale University, New Haven, Connecticut, United States","https://ClinicalTrials.gov/show/NCT04446377"
570,"NCT04377477","COVID-19 Pneumonitis Low Dose Lung Radiotherapy (COLOR-19)","Recruiting","No Results Available","COVID-19","Radiation: Single fraction whole lung radiotherapy","May 6, 2020","Radiation Oncology Department, ASST SpedaliCivili, Brescia, Brescia, Italy","https://ClinicalTrials.gov/show/NCT04377477"
571,"NCT04304313","A Pilot Study of Sildenafil in COVID-19","Recruiting","No Results Available","COVID-19","Drug: Sildenafil citrate tablets","March 11, 2020","Department and Institute of Infectious Disease, Wuhan, Hubei, China","https://ClinicalTrials.gov/show/NCT04304313"
572,"NCT04443881","Clinical Trial of the Use of Anakinra in Cytokine Storm Syndrome Secondary to Covid-19 (ANA-COVID-GEAS)","Recruiting","No Results Available","COVID-19 Pnemonia","Drug: Anakinra 149 MG/ML Prefilled Syringe [Kineret]","June 23, 2020","Hospital Clinic, Barcelona, Cataluña, Spain|Hospital Universitario Vall d´Hebron, Barcelona, Cataluña, Spain|Complexo Hospitalario Universitario de Santiago, Santiago De Compostela, Galicia, Spain|Hospital Universitario Son Espases, Palma De Mallorca, Mallorca, Spain|Complejo Hospitalario de Navarra, Pamplona, Navarra, Spain|Hospital Universitario La Paz, Madrid, Spain|Hospital Universitario Ramon y Cajal, Madrid, Spain|Hospital Universitario y Politecnico La Fe, Valencia, Spain|Complejo Hospitalario Universitario de Vigo, Vigo, Spain|Hospital Clínico Universitario Lozano Blesa, Zaragoza, Spain","https://ClinicalTrials.gov/show/NCT04443881"
573,"NCT04422379","COVID-19 and Liver Injury in Patients With or Without Underlying Liver Disease: A Multi-centre Retrospective-prospective Observational Study","Not yet recruiting","No Results Available","COVID-19",,"June 9, 2020","Max Super Speciality Hospital, Saket (A Unit Of Devki Devi Foundation), New Delhi, Dlelhi, India","https://ClinicalTrials.gov/show/NCT04422379"
574,"NCT04393233","Drug Management of Rheumatoid Arthritis in Covid-19 Context : Impact on Therapeutic De-escalation","Recruiting","No Results Available","Rheumatoid Arthritis|COVID",,"May 19, 2020","CHRU de Brest, Brest, France","https://ClinicalTrials.gov/show/NCT04393233"
575,"NCT04382755","Zilucoplan® in Improving Oxygenation and Short- and Long-term Outcome of COVID-19 Patients With Acute Hypoxic Respiratory Failure","Not yet recruiting","No Results Available","COVID-19","Drug: Zilucoplan®|Drug: Placebo","May 11, 2020","OLVZ Aalst, Aalst, Belgium|AZ Sint Jan Brugge, Brugge, Belgium|Erasmus University Hospital, Brussels, Belgium|AZ Sint-Lucas, Gent, Belgium|University Hospital Ghent, Gent, Belgium|Jan Yperman Ziekenhuis Ieper, Ieper, Belgium|University Hospital Liège, Liège, Belgium|AZ Delta, Roeselare, Belgium|AZ Vesalius, Tongeren, Belgium","https://ClinicalTrials.gov/show/NCT04382755"
576,"NCT04363034","Arkansas Expanded Access COVID-19 Convalescent Plasma Treatment Program","Available","No Results Available","COVID-19","Biological: Convalescent Plasma","April 27, 2020",,"https://ClinicalTrials.gov/show/NCT04363034"
577,"NCT04332081","Hyperbaric Oxygen for COVID-19 Patients","Terminated","No Results Available","COVID-19","Device: hyperbaric oxygen therapy (HBOT)","April 2, 2020","NYU Winthrop Hospital, Mineola, New York, United States","https://ClinicalTrials.gov/show/NCT04332081"
578,"NCT04344587","Awake Prone Position for Early Hypoxemia in COVID-19","Enrolling by invitation","No Results Available","COVID-19","Other: Self-prone position recommendation|Other: Usual care","April 14, 2020","MedStar Georgetown University Hospital, Washington, District of Columbia, United States|Piedmont Atlanta, Atlanta, Georgia, United States|University of Kansas Medical Center, Kansas City, Kansas, United States|Boston Medical Center, Boston, Massachusetts, United States|University of Michigan, Ann Arbor, Michigan, United States|Creighton University, Omaha, Nebraska, United States","https://ClinicalTrials.gov/show/NCT04344587"
579,"NCT04355247","Prophylactic Corticosteroid to Prevent COVID-19 Cytokine Storm","Recruiting","No Results Available","Covid-19","Drug: MethylPREDNISolone 80 Mg/mL Injectable Suspension","April 21, 2020","San Juan City Hospital / Puerto Rico Medical Center, San Juan, Puerto Rico|Hospital Auxilio Mutuo Cancer Center, San Juan, Puerto Rico","https://ClinicalTrials.gov/show/NCT04355247"
580,"NCT04337541","Reduction in COVID-19 Infection Using Surgical Facial Masks Outside the Healthcare System","Recruiting","No Results Available","COVID-19","Other: Surgical facial mask","April 7, 2020","Rigshospitalet, Copenhagen, Denmark","https://ClinicalTrials.gov/show/NCT04337541"
581,"NCT04441996","Therapeutic Plasma Exchange for COVID-19-associated Hyperviscosity","Not yet recruiting","No Results Available","COVID-19","Biological: Therapeutic plasma exchange (TPE)|Other: Standard of care","June 22, 2020","Emory Saint Joseph's Hospital, Atlanta, Georgia, United States|Emory University Hospital Midtown, Atlanta, Georgia, United States|Emory University Hospital, Atlanta, Georgia, United States","https://ClinicalTrials.gov/show/NCT04441996"
582,"NCT04362813","Study of Efficacy and Safety of Canakinumab Treatment for CRS in Participants With COVID-19-induced Pneumonia","Recruiting","No Results Available","Pneumonia and Cytokine Release Syndrome (Covid-19)","Drug: Canakinumab|Drug: Placebo","April 27, 2020","Novartis Investigative Site, Glendale, California, United States|Novartis Investigative Site, San Francisco, California, United States|Novartis Investigative Site, San Francisco, California, United States|Novartis Investigative Site, Chicago, Illinois, United States|Novartis Investigative Site, Baltimore, Maryland, United States|Novartis Investigative Site, Boston, Massachusetts, United States|Novartis Investigative Site, Boston, Massachusetts, United States|Novartis Investigative Site, Brooklyn, New York, United States|Novartis Investigative Site, Chapel Hill, North Carolina, United States|Novartis Investigative Site, Philadelphia, Pennsylvania, United States|Novartis Investigative Site, Houston, Texas, United States|Novartis Investigative Site, Richmond, Virginia, United States|Novartis Investigative Site, Lyon cedex 04, Rhone, France|Novartis Investigative Site, Marseille, France|Novartis Investigative Site, Nantes Cedex 1, France|Novartis Investigative Site, Paris, France|Novartis Investigative Site, Toulouse Cedex 4, France|Novartis Investigative Site, Lubeck, Germany|Novartis Investigative Site, Mainz, Germany|Novartis Investigative Site, Muenchen, Germany|Novartis Investigative Site, Bergamo, BG, Italy|Novartis Investigative Site, Milano, MI, Italy|Novartis Investigative Site, Milano, MI, Italy|Novartis Investigative Site, Rozzano, MI, Italy|Novartis Investigative Site, Moscow, Russian Federation|Novartis Investigative Site, Sestroretsk, Russian Federation|Novartis Investigative Site, St Petersburg, Russian Federation|Novartis Investigative Site, Barcelona, Catalunya, Spain|Novartis Investigative Site, San Sebastian de los Reyes, Madrid, Spain|Novartis Investigative Site, Madrid, Spain|Novartis Investigative Site, Madrid, Spain|Novartis Investigative Site, Madrid, Spain|Novartis Investigative Site, Barnet, United Kingdom|Novartis Investigative Site, Coventry, United Kingdom|Novartis Investigative Site, Leeds, United Kingdom|Novartis Investigative Site, London, United Kingdom|Novartis Investigative Site, London, United Kingdom","https://ClinicalTrials.gov/show/NCT04362813"
583,"NCT04389710","Convalescent Plasma for the Treatment of COVID-19","Recruiting","No Results Available","COVID-19","Drug: Convalescent Plasma","May 15, 2020","Thomas Jefferson University Hospital, Philadelphia, Pennsylvania, United States","https://ClinicalTrials.gov/show/NCT04389710"
584,"NCT04381845","Immunity and Infections in the Psychiatric Population","Not yet recruiting","No Results Available","COVID|Psychiatric Disorders","Diagnostic Test: COVID19 immunization testing","May 11, 2020",,"https://ClinicalTrials.gov/show/NCT04381845"
585,"NCT04347070","Implementation of Physiotherapy on COVID-19 Patients in ICU","Recruiting","No Results Available","Sars-CoV2|COVID-19","Other: Phsyiotherapy","April 15, 2020","Uhmontpellier, Montpellier, France","https://ClinicalTrials.gov/show/NCT04347070"
586,"NCT04344002","LunG canceR pAtients coVId19 Disease (GRAVID)","Recruiting","No Results Available","Covid-19|Lung Cancer",,"April 14, 2020","Complejo Hospitalario Universitario de Ferrol, Ferrol, A Coruña, Spain|H. Clínica Benidorm, Benidorm, Alicante, Spain|Hospital de Elche, Elche, Alicante, Spain|Hospital General Universitario de Elda, Elda, Alicante, Spain|Hospital de Torrevieja, Torrevieja, Alicante, Spain|Hospital Universitari Germans Trias i Pujol, Badalona, Barcelona, Spain|Cetir Centre Mèdic, Esplugues De Llobregat, Barcelona, Spain|Hospital General de Granollers, Granollers, Barcelona, Spain|Hospital Universitario de Galdakao, Galdakao, Bizkaia, Spain|Complejo Hospitalario de la Coruña, La Coruña, Coruña, Spain|H. Insular de Gran Canarias, Las Palmas De Gran Canaria, Gran Canarias, Spain|Hospital San Pedro, Logroño, La Rioja, Spain|Hospital Universitario Fundación Alcorcón, Alcorcón, Madrid, Spain|Hospital Severo Ochoa, Leganés, Madrid, Spain|Hospital Universitario de Móstoles, Móstoles, Madrid, Spain|Hospital de Manacor, Manacor, Mallorca, Spain|Hospital Costa del Sol, Marbella, Málaga, Spain|Clínica Universidad de Navarra, Pamplona, Navarra, Spain|Clínica Universitaria de Navarra, Pamplona, Navarra, Spain|Complejo Hospitalario de Navarra, Pamplona, Navarra, Spain|Hospital Instituto Onkologikoa, San Sebastián, País Vasco, Spain|Hospital Sant Joan de Reus, Reus, Tarragona, Spain|Hospital Verge de la Cinta, Tortosa, Tarragona, Spain|H. Universitario de Canarias, La Laguna, Tenerife, Spain|Hospital Universitario de La Ribera, Alzira, Valencia, Spain|Hospital de Manises, Manises, Valencia, Spain|Hospital de Cruces, Baracaldo, Vizcaya, Spain|Hospital de Basurto, Bilbao, Vizcaya, Spain|H. Gen. Universitario Alicante, Alicante, Spain|H. Universitario Quirón Dexeus, Barcelona, Spain|Hospital Clínic de Barcelona, Barcelona, Spain|H. Duran i Reynals-ICO, Barcelona, Spain|Hospital de la Santa Creu i Sant Pau, Barcelona, Spain|Hospital del Mar, Barcelona, Spain|Hospital La Mancha Centro, Ciudad Real, Spain|Hospital Virgen de la Luz, Cuenca, Spain|Hospital Universitario de Puerto Real, Cádiz, Spain|Hospital Dr. Josep Trueta, Girona, Spain|Hospital Universitario Virgen de las Nieves, Granada, Spain|Hospital de Guadalajara, Guadalajara, Spain|Complejo Asistencial Universitario de León, León, Spain|Hospital San Millan Y San Pedro, Logroño, Spain|Hospital Universitario Lucus Augusti, Lugo, Spain|MD Anderson, Madrid, Spain|H.U. Puerta de Hierro, Madrid, Spain|Fundación Jimenez Diaz, Madrid, Spain|Hospital Universitario Infanta Sofía, Madrid, Spain|Hospital 12 de Octubre, Madrid, Spain|Hospital Clínico San Carlos, Madrid, Spain|Hospital de Sanchinarro, Madrid, Spain|Hospital General Universitario Gregorio Marañón, Madrid, Spain|Hospital Universitario de Fuenlabrada, Madrid, Spain|Hospital Universitario del Henares, Madrid, Spain|Hospital Universitario Infanta Leonor, Madrid, Spain|Hospital General Universitario Morales Meseguer, Murcia, Spain|Hospital Carlos Haya, Málaga, Spain|Hospital Santa María Naí, Ourense, Spain|Hospital Son Espases, Palma de Mallorca, Spain|H. Son Llàtzer, Palma de Mallorca, Spain|Hospital Clinico de Salamanca, Salamanca, Spain|Hospital General de Segovia, Segovia, Spain|Hospital Virgen del Rocío, Sevilla, Spain|Hospital Sant Pau i Santa Tecla, Tarragona, Spain|Hospital universitario Nuestra Señora Candelaria, Tenerife, Spain|H. General U. de Valencia, Valencia, Spain|Hospital Arnau de Vilanova, Valencia, Spain|Hospital Clínico Universitario de Valencia, Valencia, Spain|Hospital Dr. Peset, Valencia, Spain|Hospital Politècnic i Universitari La Fe, Valencia, Spain|Hospital Universitario Dr. Peset, Valencia, Spain|Instituto Valenciano de Oncología, Valencia, Spain|Hospital Clínico Universitario de Valladolid, Valladolid, Spain|H. Miguel Servet, Zaragoza, Spain|Hospital Ntra. Sra. Sónsoles, Ávila, Spain|Hospital Universitario de Áraba, Vitoria, Áraba, Spain","https://ClinicalTrials.gov/show/NCT04344002"
